starter_word,failed,tries_6,tries_5,tries_4,tries_3,tries_2,tries_1,total_games,success_rate,avg_tries
GUIDE,1,0,17,50,29,3,0,100,99.0,3.8181818181818183
THING,1,2,14,50,30,3,0,100,99.0,3.8181818181818183
WRONG,1,0,16,50,32,1,0,100,99.0,3.8181818181818183
LINGO,1,1,15,50,33,0,0,100,99.0,3.8383838383838382
TASTE,1,1,9,64,24,1,0,100,99.0,3.8484848484848486
ANTIC,1,1,17,53,23,5,0,100,99.0,3.8585858585858586
EARTH,1,0,16,53,30,0,0,100,99.0,3.8585858585858586
CHIME,1,1,16,52,29,1,0,100,99.0,3.8686868686868685
GLOBE,1,1,16,53,27,2,0,100,99.0,3.8686868686868685
MELON,1,1,12,61,23,2,0,100,99.0,3.8686868686868685
BRAIN,1,3,16,48,31,1,0,100,99.0,3.888888888888889
RECUR,1,0,21,49,26,3,0,100,99.0,3.888888888888889
LEMON,1,1,14,59,24,1,0,100,99.0,3.898989898989899
CUMIN,1,3,16,49,31,0,0,100,99.0,3.909090909090909
QUEST,1,2,20,47,27,3,0,100,99.0,3.909090909090909
BUILD,1,1,22,46,28,2,0,100,99.0,3.919191919191919
PIQUE,1,1,16,58,23,0,1,100,99.0,3.919191919191919
AGATE,1,4,12,59,21,3,0,100,99.0,3.9292929292929295
MUSIC,1,1,20,50,28,0,0,100,99.0,3.9393939393939394
TACIT,1,3,18,51,24,3,0,100,99.0,3.9393939393939394
BELOW,1,0,20,55,23,1,0,100,99.0,3.9494949494949494
BLIMP,1,0,18,59,21,1,0,100,99.0,3.9494949494949494
PLUMB,1,0,22,52,24,1,0,100,99.0,3.95959595959596
WORRY,1,0,26,45,26,2,0,100,99.0,3.95959595959596
ZEBRA,1,2,18,55,23,1,0,100,99.0,3.9696969696969697
AZURE,1,2,21,49,27,0,0,100,99.0,3.9797979797979797
CONIC,1,0,26,46,26,1,0,100,99.0,3.9797979797979797
ATOLL,1,1,21,53,24,0,0,100,99.0,3.98989898989899
FORGO,1,1,24,48,25,1,0,100,99.0,3.98989898989899
IONIC,1,0,27,45,26,1,0,100,99.0,3.98989898989899
GOING,1,1,33,36,26,2,1,100,99.0,4.02020202020202
FIFTY,1,1,22,55,21,0,0,100,99.0,4.03030303030303
FUNNY,1,1,23,53,22,0,0,100,99.0,4.03030303030303
SIXTH,1,1,20,59,19,0,0,100,99.0,4.03030303030303
CYNIC,1,2,24,51,21,1,0,100,99.0,4.05050505050505
FOLIO,1,0,27,52,18,2,0,100,99.0,4.05050505050505
HUNCH,1,1,31,41,24,2,0,100,99.0,4.05050505050505
BONGO,1,3,24,48,24,0,0,100,99.0,4.0606060606060606
CINCH,1,3,23,50,23,0,0,100,99.0,4.0606060606060606
LOWLY,1,1,23,57,18,0,0,100,99.0,4.070707070707071
CIRCA,1,1,27,51,19,1,0,100,99.0,4.08080808080808
CLOWN,1,0,27,53,19,0,0,100,99.0,4.08080808080808
BEEFY,1,1,27,52,18,1,0,100,99.0,4.090909090909091
COYLY,1,2,25,54,16,2,0,100,99.0,4.090909090909091
FOLLY,1,0,29,52,16,2,0,100,99.0,4.090909090909091
BLISS,1,2,24,56,17,0,0,100,99.0,4.111111111111111
NINJA,1,2,25,57,13,2,0,100,99.0,4.121212121212121
TABOO,1,1,28,52,18,0,0,100,99.0,4.121212121212121
GOOFY,1,1,37,40,19,1,1,100,99.0,4.151515151515151
FOGGY,1,1,39,37,20,2,0,100,99.0,4.171717171717172
JEWEL,1,2,33,47,15,2,0,100,99.0,4.181818181818182
ONION,1,2,36,41,19,1,0,100,99.0,4.191919191919192
JOLLY,1,0,37,46,15,1,0,100,99.0,4.202020202020202
QUEUE,1,3,33,51,11,1,0,100,99.0,4.262626262626263
JIFFY,1,3,43,35,18,0,0,100,99.0,4.313131313131313
FUZZY,1,3,43,37,16,0,0,100,99.0,4.333333333333333
AFFIX,1,3,37,50,9,0,0,100,99.0,4.343434343434343
FLUFF,1,6,44,41,7,1,0,100,99.0,4.474747474747475
OCCUR,2,2,17,58,19,2,0,100,98.0,3.979591836734694
DUMMY,2,4,27,43,24,0,0,100,98.0,4.112244897959184
WEEDY,2,0,29,53,14,2,0,100,98.0,4.112244897959184
BUDDY,2,4,23,54,16,1,0,100,98.0,4.13265306122449
BOOZY,2,3,40,41,14,0,0,100,98.0,4.326530612244898
MOMMY,2,3,44,34,16,1,0,100,98.0,4.326530612244898
BOOBY,2,3,44,37,11,3,0,100,98.0,4.336734693877551
